timestamps,heart_rate,day,day_name,day_of_year,week_of_year,hour,is_weekday,Anomaly,Anomaly_Score
2021-07-12 00:00:00,64.33333333333333,12,Monday,193,28,0,1,0,1.085817815884737
2021-07-12 01:00:00,64.16666666666667,12,Monday,193,28,1,1,0,1.0497043754240536
2021-07-12 02:00:00,61.416666666666664,12,Monday,193,28,2,1,0,1.0436530871592573
2021-07-12 03:00:00,65.75,12,Monday,193,28,3,1,0,1.0640683011317722
2021-07-12 04:00:00,65.58333333333333,12,Monday,193,28,4,1,0,1.0550923563989243
2021-07-12 05:00:00,66.0,12,Monday,193,28,5,1,0,1.0741600208713082
2021-07-12 06:00:00,64.75,12,Monday,193,28,6,1,0,1.0477681829053884
2021-07-12 07:00:00,64.16666666666667,12,Monday,193,28,7,1,0,1.0938199873512935
2021-07-12 08:00:00,77.58333333333333,12,Monday,193,28,8,1,1,1.2084297794490277
2021-07-12 09:00:00,78.58333333333333,12,Monday,193,28,9,1,1,1.2198236822342885
2021-07-12 10:00:00,73.33333333333333,12,Monday,193,28,10,1,1,1.2972398361287092
2021-07-12 11:00:00,75.5,12,Monday,193,28,11,1,1,1.2247369153563819
2021-07-12 12:00:00,114.33333333333333,12,Monday,193,28,12,1,0,1.0553661680829516
2021-07-12 13:00:00,139.83333333333334,12,Monday,193,28,13,1,1,1.8865288724472857
2021-07-12 14:00:00,140.33333333333334,12,Monday,193,28,14,1,1,1.906434545894605
2021-07-12 15:00:00,117.08333333333333,12,Monday,193,28,15,1,0,1.0122809445486491
2021-07-12 16:00:00,62.333333333333336,12,Monday,193,28,16,1,0,1.086572407775459
2021-07-12 17:00:00,66.33333333333333,12,Monday,193,28,17,1,0,1.1728933009821332
2021-07-12 18:00:00,63.916666666666664,12,Monday,193,28,18,1,0,1.0566169047660803
2021-07-12 19:00:00,62.25,12,Monday,193,28,19,1,0,1.0263178360561385
2021-07-12 20:00:00,62.333333333333336,12,Monday,193,28,20,1,0,1.0232841952745426
2021-07-12 21:00:00,61.0,12,Monday,193,28,21,1,0,1.017288830612411
2021-07-12 22:00:00,63.0,12,Monday,193,28,22,1,0,1.0345579937364293
2021-07-12 23:00:00,61.416666666666664,12,Monday,193,28,23,1,0,1.0649768333778247
2021-07-13 00:00:00,62.083333333333336,13,Tuesday,194,28,0,2,0,1.040593945297122
2021-07-13 01:00:00,66.0,13,Tuesday,194,28,1,2,0,1.0550626072837106
2021-07-13 02:00:00,64.83333333333333,13,Tuesday,194,28,2,2,0,1.01647807861132
2021-07-13 03:00:00,62.25,13,Tuesday,194,28,3,2,0,0.9969167368590522
2021-07-13 04:00:00,62.25,13,Tuesday,194,28,4,2,0,1.0022786201510194
2021-07-13 05:00:00,63.333333333333336,13,Tuesday,194,28,5,2,0,1.0113545966673028
2021-07-13 06:00:00,62.5,13,Tuesday,194,28,6,2,0,1.016195253096274
2021-07-13 07:00:00,62.916666666666664,13,Tuesday,194,28,7,2,0,1.04417888195924
2021-07-13 08:00:00,97.33333333333333,13,Tuesday,194,28,8,2,0,1.1003456536145573
2021-07-13 09:00:00,96.41666666666667,13,Tuesday,194,28,9,2,0,1.087084206648341
2021-07-13 10:00:00,99.0,13,Tuesday,194,28,10,2,0,1.0538263411607163
2021-07-13 11:00:00,99.83333333333333,13,Tuesday,194,28,11,2,0,1.0360002722429524
2021-07-13 12:00:00,111.08333333333333,13,Tuesday,194,28,12,2,0,1.0738884379149183
2021-07-13 13:00:00,108.83333333333333,13,Tuesday,194,28,13,2,0,1.0529082249578656
2021-07-13 14:00:00,105.66666666666667,13,Tuesday,194,28,14,2,0,1.0115800273663336
2021-07-13 15:00:00,111.25,13,Tuesday,194,28,15,2,0,1.0670683846517612
2021-07-13 16:00:00,119.83333333333333,13,Tuesday,194,28,16,2,0,1.0176323899533226
2021-07-13 17:00:00,120.25,13,Tuesday,194,28,17,2,0,1.0250592710822177
2021-07-13 18:00:00,119.91666666666667,13,Tuesday,194,28,18,2,0,1.025078995356536
2021-07-13 19:00:00,119.5,13,Tuesday,194,28,19,2,0,1.0287478045926943
2021-07-13 20:00:00,61.583333333333336,13,Tuesday,194,28,20,2,0,1.0076277916989074
2021-07-13 21:00:00,61.083333333333336,13,Tuesday,194,28,21,2,0,1.0080732149135607
2021-07-13 22:00:00,63.25,13,Tuesday,194,28,22,2,0,1.0118572101960213
2021-07-13 23:00:00,61.833333333333336,13,Tuesday,194,28,23,2,0,1.0224721205842404
2021-07-14 00:00:00,62.583333333333336,14,Wednesday,195,28,0,3,0,1.0296903703744582
2021-07-14 01:00:00,64.16666666666667,14,Wednesday,195,28,1,3,0,1.0000957446390446
2021-07-14 02:00:00,61.166666666666664,14,Wednesday,195,28,2,3,0,0.9879470518807125
2021-07-14 03:00:00,61.166666666666664,14,Wednesday,195,28,3,3,0,0.9854083898437244
2021-07-14 04:00:00,65.16666666666667,14,Wednesday,195,28,4,3,0,0.9931293893200908
2021-07-14 05:00:00,61.916666666666664,14,Wednesday,195,28,5,3,0,0.9931039924645024
2021-07-14 06:00:00,63.75,14,Wednesday,195,28,6,3,0,1.0124772300170806
2021-07-14 07:00:00,62.416666666666664,14,Wednesday,195,28,7,3,0,1.0179024693697074
2021-07-14 08:00:00,74.5,14,Wednesday,195,28,8,3,0,1.0493957202533835
2021-07-14 09:00:00,74.83333333333333,14,Wednesday,195,28,9,3,0,1.0468694755956334
2021-07-14 10:00:00,73.25,14,Wednesday,195,28,10,3,0,1.0566586478524558
2021-07-14 11:00:00,74.91666666666667,14,Wednesday,195,28,11,3,0,1.0503446915664663
2021-07-14 12:00:00,61.083333333333336,14,Wednesday,195,28,12,3,1,1.232764518405585
2021-07-14 13:00:00,63.5,14,Wednesday,195,28,13,3,0,1.164245057075361
2021-07-14 14:00:00,62.5,14,Wednesday,195,28,14,3,0,1.1279329546355243
2021-07-14 15:00:00,65.33333333333333,14,Wednesday,195,28,15,3,0,1.1570483976632906
2021-07-14 16:00:00,62.916666666666664,14,Wednesday,195,28,16,3,0,1.0504663005198318
2021-07-14 17:00:00,60.833333333333336,14,Wednesday,195,28,17,3,0,1.0248114242840383
2021-07-14 18:00:00,65.16666666666667,14,Wednesday,195,28,18,3,0,1.0247726988446768
2021-07-14 19:00:00,63.75,14,Wednesday,195,28,19,3,0,0.9714710651742482
2021-07-14 20:00:00,60.666666666666664,14,Wednesday,195,28,20,3,0,0.990679529126781
2021-07-14 21:00:00,62.5,14,Wednesday,195,28,21,3,0,0.9961660932616949
2021-07-14 22:00:00,61.333333333333336,14,Wednesday,195,28,22,3,0,1.0029766772488584
2021-07-14 23:00:00,63.333333333333336,14,Wednesday,195,28,23,3,0,1.0111094369563518
2021-07-15 00:00:00,64.33333333333333,15,Thursday,196,28,0,4,0,1.0278933658052227
2021-07-15 01:00:00,62.666666666666664,15,Thursday,196,28,1,4,0,0.9949814910622556
2021-07-15 02:00:00,64.25,15,Thursday,196,28,2,4,0,0.9849853574730035
2021-07-15 03:00:00,60.083333333333336,15,Thursday,196,28,3,4,0,0.9882964653613323
2021-07-15 04:00:00,63.25,15,Thursday,196,28,4,4,0,0.9625504972532786
2021-07-15 05:00:00,64.25,15,Thursday,196,28,5,4,0,0.9728103892046731
2021-07-15 06:00:00,62.833333333333336,15,Thursday,196,28,6,4,0,0.9976001947304448
2021-07-15 07:00:00,60.25,15,Thursday,196,28,7,4,0,1.052800088116975
2021-07-15 08:00:00,96.83333333333333,15,Thursday,196,28,8,4,0,1.051238886119471
2021-07-15 09:00:00,100.66666666666667,15,Thursday,196,28,9,4,0,1.0282532249622522
2021-07-15 10:00:00,101.25,15,Thursday,196,28,10,4,0,1.0302327239704296
2021-07-15 11:00:00,101.66666666666667,15,Thursday,196,28,11,4,0,1.0286809998317357
2021-07-15 12:00:00,132.33333333333334,15,Thursday,196,28,12,4,1,1.4631293626674908
2021-07-15 13:00:00,138.33333333333334,15,Thursday,196,28,13,4,1,1.814004976090325
2021-07-15 14:00:00,141.83333333333334,15,Thursday,196,28,14,4,1,1.6388504041063947
2021-07-15 15:00:00,131.25,15,Thursday,196,28,15,4,1,1.3723371083130307
2021-07-15 16:00:00,118.08333333333333,15,Thursday,196,28,16,4,0,1.0161425253259542
2021-07-15 17:00:00,122.41666666666667,15,Thursday,196,28,17,4,0,1.0658944838459334
2021-07-15 18:00:00,120.16666666666667,15,Thursday,196,28,18,4,0,1.07725935721113
2021-07-15 19:00:00,118.91666666666667,15,Thursday,196,28,19,4,0,1.0770750001761151
2021-07-15 20:00:00,61.5,15,Thursday,196,28,20,4,0,0.9721556020638019
2021-07-15 21:00:00,62.416666666666664,15,Thursday,196,28,21,4,0,0.9841992578289158
2021-07-15 22:00:00,59.416666666666664,15,Thursday,196,28,22,4,0,1.0128684653874003
2021-07-15 23:00:00,64.58333333333333,15,Thursday,196,28,23,4,0,1.0154041437772652
2021-07-16 00:00:00,63.166666666666664,16,Friday,197,28,0,5,0,1.0176826336269533
2021-07-16 01:00:00,61.833333333333336,16,Friday,197,28,1,5,0,0.996936396433085
2021-07-16 02:00:00,63.25,16,Friday,197,28,2,5,0,0.9838674715801522
2021-07-16 03:00:00,64.83333333333333,16,Friday,197,28,3,5,0,0.9753497177105984
2021-07-16 04:00:00,60.916666666666664,16,Friday,197,28,4,5,0,0.9872047678324669
2021-07-16 05:00:00,64.41666666666667,16,Friday,197,28,5,5,0,0.979171414602934
2021-07-16 06:00:00,62.583333333333336,16,Friday,197,28,6,5,0,0.9986791908793433
2021-07-16 07:00:00,64.58333333333333,16,Friday,197,28,7,5,0,1.024193880316424
2021-07-16 08:00:00,98.5,16,Friday,197,28,8,5,0,1.0344480448874638
2021-07-16 09:00:00,100.58333333333333,16,Friday,197,28,9,5,0,1.0223989626644703
2021-07-16 10:00:00,99.25,16,Friday,197,28,10,5,0,1.0257462488657718
2021-07-16 11:00:00,98.08333333333333,16,Friday,197,28,11,5,0,1.029298788322345
2021-07-16 12:00:00,118.5,16,Friday,197,28,12,5,0,1.0261579279718187
2021-07-16 13:00:00,120.33333333333333,16,Friday,197,28,13,5,0,1.041594010836744
2021-07-16 14:00:00,119.33333333333333,16,Friday,197,28,14,5,0,1.0446911022792134
2021-07-16 15:00:00,119.58333333333333,16,Friday,197,28,15,5,0,1.0443826860837944
2021-07-16 16:00:00,118.5,16,Friday,197,28,16,5,0,1.0467198390430918
2021-07-16 17:00:00,119.5,16,Friday,197,28,17,5,0,1.0521850812333242
2021-07-16 18:00:00,117.5,16,Friday,197,28,18,5,0,1.0530722944871334
2021-07-16 19:00:00,117.0,16,Friday,197,28,19,5,0,1.0401846851810022
2021-07-16 20:00:00,62.75,16,Friday,197,28,20,5,0,0.966623508892779
2021-07-16 21:00:00,62.666666666666664,16,Friday,197,28,21,5,0,0.9721928094117545
2021-07-16 22:00:00,65.08333333333333,16,Friday,197,28,22,5,0,0.9986478093832538
2021-07-16 23:00:00,63.333333333333336,16,Friday,197,28,23,5,0,0.9875878217207864
2021-07-17 00:00:00,63.0,17,Saturday,198,28,0,6,0,1.0136792989350174
2021-07-17 01:00:00,63.416666666666664,17,Saturday,198,28,1,6,0,1.0008841639040738
2021-07-17 02:00:00,62.166666666666664,17,Saturday,198,28,2,6,0,0.9815449063678804
2021-07-17 03:00:00,61.5,17,Saturday,198,28,3,6,0,0.986690254601019
2021-07-17 04:00:00,61.666666666666664,17,Saturday,198,28,4,6,0,0.9804940088089646
2021-07-17 05:00:00,63.166666666666664,17,Saturday,198,28,5,6,0,0.9846276874649073
2021-07-17 06:00:00,63.083333333333336,17,Saturday,198,28,6,6,0,0.9956302955034129
2021-07-17 07:00:00,62.5,17,Saturday,198,28,7,6,0,1.0151081726564688
2021-07-17 08:00:00,77.66666666666667,17,Saturday,198,28,8,6,0,1.0135497823806001
2021-07-17 09:00:00,78.25,17,Saturday,198,28,9,6,0,1.01372587576564
2021-07-17 10:00:00,74.41666666666667,17,Saturday,198,28,10,6,0,0.9926692252547754
2021-07-17 11:00:00,76.83333333333333,17,Saturday,198,28,11,6,0,1.0009213453525017
2021-07-17 12:00:00,92.83333333333333,17,Saturday,198,28,12,6,0,1.0781814231210802
2021-07-17 13:00:00,107.66666666666667,17,Saturday,198,28,13,6,0,1.0315037952479484
2021-07-17 14:00:00,106.16666666666667,17,Saturday,198,28,14,6,0,1.0049620080599204
2021-07-17 15:00:00,92.08333333333333,17,Saturday,198,28,15,6,0,1.1441656058790488
2021-07-17 16:00:00,63.666666666666664,17,Saturday,198,28,16,6,0,1.0436455518967214
2021-07-17 17:00:00,64.33333333333333,17,Saturday,198,28,17,6,0,1.0230564514171578
2021-07-17 18:00:00,62.25,17,Saturday,198,28,18,6,0,0.9723912669344313
2021-07-17 19:00:00,63.583333333333336,17,Saturday,198,28,19,6,0,0.973202977980424
2021-07-17 20:00:00,61.083333333333336,17,Saturday,198,28,20,6,0,0.9683526352096271
2021-07-17 21:00:00,62.083333333333336,17,Saturday,198,28,21,6,0,0.9748968999205212
2021-07-17 22:00:00,64.91666666666667,17,Saturday,198,28,22,6,0,1.009193381738772
2021-07-17 23:00:00,62.833333333333336,17,Saturday,198,28,23,6,0,0.9937793200012022
2021-07-18 00:00:00,64.83333333333333,18,Sunday,199,28,0,7,0,1.045395496870454
2021-07-18 01:00:00,63.333333333333336,18,Sunday,199,28,1,7,0,1.012680894922577
2021-07-18 02:00:00,65.16666666666667,18,Sunday,199,28,2,7,0,1.0151300656587776
2021-07-18 03:00:00,63.166666666666664,18,Sunday,199,28,3,7,0,0.9794876860188101
2021-07-18 04:00:00,61.416666666666664,18,Sunday,199,28,4,7,0,0.9820502311661837
2021-07-18 05:00:00,60.916666666666664,18,Sunday,199,28,5,7,0,0.9959294154818974
2021-07-18 06:00:00,64.08333333333333,18,Sunday,199,28,6,7,0,1.0089902039065337
2021-07-18 07:00:00,63.5,18,Sunday,199,28,7,7,0,1.0277767023427846
2021-07-18 08:00:00,75.66666666666667,18,Sunday,199,28,8,7,0,0.9913585624340205
2021-07-18 09:00:00,74.58333333333333,18,Sunday,199,28,9,7,0,0.9902408902882541
2021-07-18 10:00:00,75.16666666666667,18,Sunday,199,28,10,7,0,0.9926786295680211
2021-07-18 11:00:00,71.83333333333333,18,Sunday,199,28,11,7,0,0.9836193032255942
2021-07-18 12:00:00,64.25,18,Sunday,199,28,12,7,0,1.177929664137915
2021-07-18 13:00:00,63.666666666666664,18,Sunday,199,28,13,7,0,1.1194481494636368
2021-07-18 14:00:00,61.25,18,Sunday,199,28,14,7,0,1.0908606926122086
2021-07-18 15:00:00,62.0,18,Sunday,199,28,15,7,0,1.0434411283079719
2021-07-18 16:00:00,61.416666666666664,18,Sunday,199,28,16,7,0,1.0143030259491586
2021-07-18 17:00:00,62.0,18,Sunday,199,28,17,7,0,1.0021124309482776
2021-07-18 18:00:00,64.08333333333333,18,Sunday,199,28,18,7,0,0.98044718648444
2021-07-18 19:00:00,62.833333333333336,18,Sunday,199,28,19,7,0,0.9675263912100064
2021-07-18 20:00:00,60.583333333333336,18,Sunday,199,28,20,7,0,0.9840434226113128
2021-07-18 21:00:00,63.833333333333336,18,Sunday,199,28,21,7,0,0.9893625705925171
2021-07-18 22:00:00,62.666666666666664,18,Sunday,199,28,22,7,0,0.9917258221173102
2021-07-18 23:00:00,65.08333333333333,18,Sunday,199,28,23,7,0,1.0514663088592415
2021-07-19 00:00:00,62.833333333333336,19,Monday,200,29,0,1,0,1.0219298853484524
2021-07-19 01:00:00,63.583333333333336,19,Monday,200,29,1,1,0,1.011275926651035
2021-07-19 02:00:00,65.83333333333333,19,Monday,200,29,2,1,0,1.0153472314650787
2021-07-19 03:00:00,63.0,19,Monday,200,29,3,1,0,0.9830383241044631
2021-07-19 04:00:00,62.083333333333336,19,Monday,200,29,4,1,0,0.9748921610962104
2021-07-19 05:00:00,63.833333333333336,19,Monday,200,29,5,1,0,0.9916623232391599
2021-07-19 06:00:00,64.33333333333333,19,Monday,200,29,6,1,0,1.0115898762934594
2021-07-19 07:00:00,62.083333333333336,19,Monday,200,29,7,1,0,1.0382415302533488
2021-07-19 08:00:00,75.33333333333333,19,Monday,200,29,8,1,0,0.9726301368143153
2021-07-19 09:00:00,70.66666666666667,19,Monday,200,29,9,1,0,1.1123715954683067
2021-07-19 10:00:00,74.08333333333333,19,Monday,200,29,10,1,0,0.9654584733737366
2021-07-19 11:00:00,74.58333333333333,19,Monday,200,29,11,1,0,0.9657168131840684
2021-07-19 12:00:00,93.58333333333333,19,Monday,200,29,12,1,0,1.0545709873737181
2021-07-19 13:00:00,106.58333333333333,19,Monday,200,29,13,1,0,1.0052854004162197
2021-07-19 14:00:00,107.5,19,Monday,200,29,14,1,0,1.0479124840829392
2021-07-19 15:00:00,91.58333333333333,19,Monday,200,29,15,1,0,1.1702626422663929
2021-07-19 16:00:00,65.75,19,Monday,200,29,16,1,0,1.0541663342750798
2021-07-19 17:00:00,63.0,19,Monday,200,29,17,1,0,0.9970307643851035
2021-07-19 18:00:00,61.083333333333336,19,Monday,200,29,18,1,0,0.9827748768245307
2021-07-19 19:00:00,61.083333333333336,19,Monday,200,29,19,1,0,0.9879938766978527
2021-07-19 20:00:00,58.416666666666664,19,Monday,200,29,20,1,0,1.0679428916106506
2021-07-19 21:00:00,61.333333333333336,19,Monday,200,29,21,1,0,0.9853836562044721
2021-07-19 22:00:00,61.0,19,Monday,200,29,22,1,0,0.996051919921673
2021-07-19 23:00:00,62.333333333333336,19,Monday,200,29,23,1,0,1.0155853861111566
2021-07-20 00:00:00,64.41666666666667,20,Tuesday,201,29,0,2,0,1.0254304265635932
2021-07-20 01:00:00,62.916666666666664,20,Tuesday,201,29,1,2,0,0.9942118641823317
2021-07-20 02:00:00,63.666666666666664,20,Tuesday,201,29,2,2,0,0.9836614464030502
2021-07-20 03:00:00,61.833333333333336,20,Tuesday,201,29,3,2,0,0.9874177579725181
2021-07-20 04:00:00,63.416666666666664,20,Tuesday,201,29,4,2,0,0.9759236741346596
2021-07-20 05:00:00,61.916666666666664,20,Tuesday,201,29,5,2,0,1.0114565061700598
2021-07-20 06:00:00,59.5,20,Tuesday,201,29,6,2,0,1.113236700980903
2021-07-20 07:00:00,63.916666666666664,20,Tuesday,201,29,7,2,0,1.0549323594428945
2021-07-20 08:00:00,76.25,20,Tuesday,201,29,8,2,0,0.9695461152496065
2021-07-20 09:00:00,76.75,20,Tuesday,201,29,9,2,0,0.9686591848511308
2021-07-20 10:00:00,79.08333333333333,20,Tuesday,201,29,10,2,0,0.9651653616034543
2021-07-20 11:00:00,79.5,20,Tuesday,201,29,11,2,0,0.9655195530383093
2021-07-20 12:00:00,116.83333333333333,20,Tuesday,201,29,12,2,0,1.0291798966645969
2021-07-20 13:00:00,140.75,20,Tuesday,201,29,13,2,1,1.8698898072919214
2021-07-20 14:00:00,137.58333333333334,20,Tuesday,201,29,14,2,1,1.7479008911420753
2021-07-20 15:00:00,112.16666666666667,20,Tuesday,201,29,15,2,0,1.1316415350551032
2021-07-20 16:00:00,62.833333333333336,20,Tuesday,201,29,16,2,0,1.018686490312675
2021-07-20 17:00:00,61.833333333333336,20,Tuesday,201,29,17,2,0,0.98840674579797
2021-07-20 18:00:00,61.416666666666664,20,Tuesday,201,29,18,2,0,0.9777693228864216
2021-07-20 19:00:00,64.25,20,Tuesday,201,29,19,2,0,0.9804808398396986
2021-07-20 20:00:00,60.5,20,Tuesday,201,29,20,2,0,0.990848991471865
2021-07-20 21:00:00,64.91666666666667,20,Tuesday,201,29,21,2,0,1.0018019216264917
2021-07-20 22:00:00,59.666666666666664,20,Tuesday,201,29,22,2,0,1.0248500616266478
2021-07-20 23:00:00,65.25,20,Tuesday,201,29,23,2,0,1.0557013451923407
2021-07-21 00:00:00,64.16666666666667,21,Wednesday,202,29,0,3,0,1.0358038000649632
2021-07-21 01:00:00,63.25,21,Wednesday,202,29,1,3,0,0.9932348963848735
2021-07-21 02:00:00,64.66666666666667,21,Wednesday,202,29,2,3,0,0.9904425216790415
2021-07-21 03:00:00,64.16666666666667,21,Wednesday,202,29,3,3,0,0.98209151702752
2021-07-21 04:00:00,63.083333333333336,21,Wednesday,202,29,4,3,0,0.9663417067107357
2021-07-21 05:00:00,63.583333333333336,21,Wednesday,202,29,5,3,0,0.9815296922287216
2021-07-21 06:00:00,63.416666666666664,21,Wednesday,202,29,6,3,0,1.0046453754111622
2021-07-21 07:00:00,59.916666666666664,21,Wednesday,202,29,7,3,0,1.1123095929734512
2021-07-21 08:00:00,101.66666666666667,21,Wednesday,202,29,8,3,0,0.9760162718505139
2021-07-21 09:00:00,102.08333333333333,21,Wednesday,202,29,9,3,0,0.9842828248226054
2021-07-21 10:00:00,99.66666666666667,21,Wednesday,202,29,10,3,0,0.9757971242995677
2021-07-21 11:00:00,101.16666666666667,21,Wednesday,202,29,11,3,0,0.9827505145387123
2021-07-21 12:00:00,117.91666666666667,21,Wednesday,202,29,12,3,0,1.0503103076445766
2021-07-21 13:00:00,121.66666666666667,21,Wednesday,202,29,13,3,0,1.0411698218107606
2021-07-21 14:00:00,120.08333333333333,21,Wednesday,202,29,14,3,0,1.0058129182244118
2021-07-21 15:00:00,120.33333333333333,21,Wednesday,202,29,15,3,0,1.0091179529273577
2021-07-21 16:00:00,119.08333333333333,21,Wednesday,202,29,16,3,0,1.0021974854106515
2021-07-21 17:00:00,120.58333333333333,21,Wednesday,202,29,17,3,0,1.0010969251685582
2021-07-21 18:00:00,116.41666666666667,21,Wednesday,202,29,18,3,0,1.0458928681150539
2021-07-21 19:00:00,120.41666666666667,21,Wednesday,202,29,19,3,0,1.0234893693937523
2021-07-21 20:00:00,62.333333333333336,21,Wednesday,202,29,20,3,0,0.9863239521511751
2021-07-21 21:00:00,63.916666666666664,21,Wednesday,202,29,21,3,0,0.992073958156037
2021-07-21 22:00:00,64.75,21,Wednesday,202,29,22,3,0,1.006996790403248
2021-07-21 23:00:00,63.5,21,Wednesday,202,29,23,3,0,1.0069191217091435
2021-07-22 00:00:00,62.083333333333336,22,Thursday,203,29,0,4,0,1.0282525984068625
2021-07-22 01:00:00,61.75,22,Thursday,203,29,1,4,0,1.0023599612866259
2021-07-22 02:00:00,63.833333333333336,22,Thursday,203,29,2,4,0,0.9919568135575532
2021-07-22 03:00:00,61.166666666666664,22,Thursday,203,29,3,4,0,0.9789274749087878
2021-07-22 04:00:00,60.25,22,Thursday,203,29,4,4,0,1.001114479706835
2021-07-22 05:00:00,60.5,22,Thursday,203,29,5,4,0,1.0009524009100308
2021-07-22 06:00:00,64.16666666666667,22,Thursday,203,29,6,4,0,0.9930563451933263
2021-07-22 07:00:00,64.0,22,Thursday,203,29,7,4,0,1.0370445915943873
2021-07-22 08:00:00,74.91666666666667,22,Thursday,203,29,8,4,0,0.9853226049133763
2021-07-22 09:00:00,68.58333333333333,22,Thursday,203,29,9,4,1,1.3032116248300039
2021-07-22 10:00:00,73.0,22,Thursday,203,29,10,4,0,0.9767389170957117
2021-07-22 11:00:00,74.83333333333333,22,Thursday,203,29,11,4,0,0.9913204090183058
2021-07-22 12:00:00,62.5,22,Thursday,203,29,12,4,0,1.1574008921706977
2021-07-22 13:00:00,63.416666666666664,22,Thursday,203,29,13,4,0,1.101082134032292
2021-07-22 14:00:00,60.916666666666664,22,Thursday,203,29,14,4,0,1.0933157347113858
2021-07-22 15:00:00,62.75,22,Thursday,203,29,15,4,0,1.0578494205835756
2021-07-22 16:00:00,62.583333333333336,22,Thursday,203,29,16,4,0,1.0202145129606315
2021-07-22 17:00:00,64.41666666666667,22,Thursday,203,29,17,4,0,1.0006997858526998
2021-07-22 18:00:00,65.75,22,Thursday,203,29,18,4,0,1.0023010251001852
2021-07-22 19:00:00,61.5,22,Thursday,203,29,19,4,0,0.97539487512074
2021-07-22 20:00:00,62.083333333333336,22,Thursday,203,29,20,4,0,0.9853789701295262
2021-07-22 21:00:00,59.916666666666664,22,Thursday,203,29,21,4,0,1.0144662447719246
2021-07-22 22:00:00,61.333333333333336,22,Thursday,203,29,22,4,0,0.9960293762999941
2021-07-22 23:00:00,61.833333333333336,22,Thursday,203,29,23,4,0,1.003716037324838
2021-07-23 00:00:00,60.166666666666664,23,Friday,204,29,0,5,0,1.0873746254642387
2021-07-23 01:00:00,65.33333333333333,23,Friday,204,29,1,5,0,1.0326803471727486
2021-07-23 02:00:00,63.5,23,Friday,204,29,2,5,0,0.9975809583487429
2021-07-23 03:00:00,62.833333333333336,23,Friday,204,29,3,5,0,0.9836761546898429
2021-07-23 04:00:00,62.833333333333336,23,Friday,204,29,4,5,0,0.9762117112525421
2021-07-23 05:00:00,62.333333333333336,23,Friday,204,29,5,5,0,0.9857287751484612
2021-07-23 06:00:00,62.75,23,Friday,204,29,6,5,0,0.9887991481444338
2021-07-23 07:00:00,62.5,23,Friday,204,29,7,5,0,1.0105927509645094
2021-07-23 08:00:00,98.91666666666667,23,Friday,204,29,8,5,0,0.9836241151780861
2021-07-23 09:00:00,98.75,23,Friday,204,29,9,5,0,0.9843866272388846
2021-07-23 10:00:00,98.75,23,Friday,204,29,10,5,0,0.9838118711554614
2021-07-23 11:00:00,102.0,23,Friday,204,29,11,5,0,0.9809021602424123
2021-07-23 12:00:00,118.58333333333333,23,Friday,204,29,12,5,0,0.998060154166251
2021-07-23 13:00:00,120.25,23,Friday,204,29,13,5,0,0.9961793337015298
2021-07-23 14:00:00,119.83333333333333,23,Friday,204,29,14,5,0,0.9849625206869689
2021-07-23 15:00:00,119.66666666666667,23,Friday,204,29,15,5,0,0.9868355184581924
2021-07-23 16:00:00,121.33333333333333,23,Friday,204,29,16,5,0,0.9811833885303122
2021-07-23 17:00:00,120.0,23,Friday,204,29,17,5,0,0.9773042369035949
2021-07-23 18:00:00,117.16666666666667,23,Friday,204,29,18,5,0,0.9634395186130005
2021-07-23 19:00:00,119.08333333333333,23,Friday,204,29,19,5,0,0.9688496360177712
2021-07-23 20:00:00,64.16666666666667,23,Friday,204,29,20,5,0,0.9913883494300425
2021-07-23 21:00:00,64.5,23,Friday,204,29,21,5,0,0.9993501878042833
2021-07-23 22:00:00,63.416666666666664,23,Friday,204,29,22,5,0,0.9967594449491104
2021-07-23 23:00:00,62.166666666666664,23,Friday,204,29,23,5,0,0.9936170917358067
2021-07-24 00:00:00,62.0,24,Saturday,205,29,0,6,0,1.048481866734544
2021-07-24 01:00:00,61.25,24,Saturday,205,29,1,6,0,1.023708214169691
2021-07-24 02:00:00,63.5,24,Saturday,205,29,2,6,0,0.9953481164247586
2021-07-24 03:00:00,66.66666666666667,24,Saturday,205,29,3,6,0,1.0750985214063715
2021-07-24 04:00:00,62.083333333333336,24,Saturday,205,29,4,6,0,0.9802998135540373
2021-07-24 05:00:00,62.666666666666664,24,Saturday,205,29,5,6,0,0.975973488833452
2021-07-24 06:00:00,63.583333333333336,24,Saturday,205,29,6,6,0,0.9979957822972594
2021-07-24 07:00:00,64.0,24,Saturday,205,29,7,6,0,1.020688593070253
2021-07-24 08:00:00,80.33333333333333,24,Saturday,205,29,8,6,0,1.0925450253754614
2021-07-24 09:00:00,77.58333333333333,24,Saturday,205,29,9,6,0,1.02346753360842
2021-07-24 10:00:00,74.08333333333333,24,Saturday,205,29,10,6,0,1.0094310117321168
2021-07-24 11:00:00,75.33333333333333,24,Saturday,205,29,11,6,0,1.0134593571570807
2021-07-24 12:00:00,63.166666666666664,24,Saturday,205,29,12,6,0,1.1663669910273777
2021-07-24 13:00:00,63.916666666666664,24,Saturday,205,29,13,6,0,1.1223530028319455
2021-07-24 14:00:00,58.666666666666664,24,Saturday,205,29,14,6,1,1.2014744263095323
2021-07-24 15:00:00,60.333333333333336,24,Saturday,205,29,15,6,0,1.1207369740927586
2021-07-24 16:00:00,63.416666666666664,24,Saturday,205,29,16,6,0,1.0577545374265511
